id,tweet,emoji
27286,START MASS TWEET STARTS NOW Lets trend the keyword for BAEKHYUN amp DO 6 YEARS WITH BAEKSOO,"['police_car_light', 'police_car_light']"
27287,HAPPY 24th BIRTHDAY Sending you ALL the love,['sparkling_heart']
27288,I get it now you get to use me and Im supposed to be okay with it right,['face_with_tears_of_joy']
27289,Turn on my notifications,['fire']
27290,Great news hell be home in 12 months instead of 30 years  ,"['flexed_biceps', 'flexed_biceps', 'flexed_biceps']"
27291,whos the girlor the guy,['eyes']
27292,Ha I definitely aint no fairy,['face_with_tears_of_joy']
27293,SPOTIFY 40 DAYS PREMIUM Renewal or New account Limited 5 Slots Only Php 100 only First come first serve D,"['heavy_check_mark', 'heavy_check_mark', 'heavy_check_mark']"
27294,Wananavu that game blud Dem HK 4Peat Kings arrived on time back to vie for Gold,['smiling_face_with_sunglasses']
27295,Ill take these in colour in my dms in 5,['face_blowing_a_kiss']
27296,rozier got bledsoe feelin tight,['face_with_tears_of_joy']
27297,I was supposed to be studying since earlier but I fell asleep,['loudly_crying_face']
27298,I dont have nigga problems I just be tweeting shit,['face_with_tears_of_joy']
27299,He thinks his bots are going to react to that,['face_with_tears_of_joy']
27300,Who wore the funniest Tshirt caption,['face_with_tears_of_joy']
27301,And the laughter riot begins,['face_with_tears_of_joy']
27302,Why did he feel like taking a picture,['face_with_tears_of_joy']
27303,Putting Coco on the list of movies that made me cry,['loudly_crying_face']
27304,Turf students could strike the whole week and have a bash on a Saturday,['face_with_tears_of_joy']
27305,Pics at launch event yesterday,['smiling_face_with_heart-eyes']
27306,START Day 3 Real time chart 2200 KST Melon 41 Mnet 3 Genie 12 Naver Musi,['eyes']
27307,we love her so very much,['purple_heart']
27308,army follow whoever retweet this,['eyes']
27309,I got too much goin on right now to be worried about anyone honestly,['face_with_tears_of_joy']
27310,161118 Baekhyun was truly a sight to behold,['purple_heart']
27311,Dubai Mall to have a Virtual Reality Park and it looks so exciting Click the link below to watch the video,['smiling_face_with_heart-eyes']
27312,Participate on 10 BONUS REFERRAL at tutorial see the picture Please support the project that bui,['smiling_face_with_heart-eyes']
27313,Dick is not an apology But come on let me see if I feel better,['face_with_rolling_eyes']
27314,A Prayer of Protection for our phenomenal bibis and CTTO,['folded_hands']
27315,Im sorry but Cardi twerking pregnant is just weird to me    ,"['person_shrugging', 'female_sign', 'person_facepalming', 'female_sign', 'face_with_tears_of_joy']"
27316,Offset when he heard the new Cardi B song,['face_with_tears_of_joy']
27317,Jimmy Butler clowning the Raptors via,['rolling_on_the_floor_laughing']
27318,RT I always leave early af and go home and sleep in my own bed,['face_with_tears_of_joy']
27319,Shes so cold man ,['smiling_face_with_heart-eyes']
27320,START SATURDAY PRESENTS THE OFFICIAL LGBT AT THE,"['police_car_light', 'police_car_light']"
27321,For those that made their to watch more,['backhand_index_pointing_right']
27322,Flippin hysterical U rock,['face_with_tears_of_joy']
27323,When you have a cheat day amp it turns into a cheat week then a cheat month savage operation starvation marb,['face_with_tears_of_joy']
27324,tell him to go to work has been one of my favorite things ive heard today,['face_with_tears_of_joy']
27325,To be honest to see that they played the song feels unreal After so many months we have made it  Thank you for pl,"['folded_hands', 'red_heart']"
27326,That whole lineup lit,['loudly_crying_face']
27327,Jungkooks brother posted this on Instagram you can faintly see the word ARMY in the maze Hes so nice And hes ev,['loudly_crying_face']
27328,Umm one of these deaths was real,['skull']
27329,RIP Thuy Trang the original yellow power ranger,['yellow_heart']
27330,START ARMY CHALLENGE The fandom is currently really active right now Lets take advantage of this Get this tweet to 50,"['glowing_star', 'glowing_star', 'flexed_biceps']"
27331,We see you with that Instagram Story RT to vote for h,['eyes']
27332,START FUCK DONALD TRUMP AND ANYONE WHO STANDS WITH HIM,['speaking_head']
27333,Interesting vote spread so far,['eyes']
27334,Uuuugh SMs visuals really,['smiling_face_with_heart-eyes']
27335,What a goal by take a bow,['fire']
27336,Follow Everyone Who Likes Retweets,['yellow_heart']
27337,I can confirm that everything in this statement is true,['backhand_index_pointing_down']
27338,Help make a difference in the lives of kids battling cancer in my link below please,['yellow_heart']
27339,This must be a joke,['face_with_tears_of_joy']
27340,How is everyone doing,['sparkling_heart']
27341,come on use more bots,['face_with_tears_of_joy']
27342,Alessandro Nesta one of the greatest defenders the game has ever seen,['raising_hands']
27343,ARMYs Tweets amp RTs in the last hour 700pm 800pm 1 2208K 2 BT,['police_car_light']
27344,Gain 700 active followers fast Retweet Follow everyone Follow back,"['backhand_index_pointing_right', 'backhand_index_pointing_right', 'backhand_index_pointing_right']"
27345,This Barbie character reminds me of someone,['thinking_face']
27346,Gods Plan lets get it travis Scott after drake revived him,['loudly_crying_face']
27347,START 100 free sex cams site Register now 100 Free,"['fire', 'collision']"
27348,I know wassup and thats all that matters,['red_heart']
27349,Sssooo cute im crying,['crying_face']
27350,CHALLENGE 200 RETWEETS 200 VOTES the most beautiful thing in the whole wo,['sparkles']
27351,Ready for tuesday normal life as oer usual Have a beautiful one,['face_with_tears_of_joy']
27352,Most Items Free SALE ENDS AT MIDNIGHT I love this store Shop Now,['backhand_index_pointing_right']
27353,When your drake asf ,"['face_with_tears_of_joy', 'raising_hands']"
27354,If were honest ,"['person_shrugging', 'female_sign']"
27355,Multiple choice questions be like,['face_with_tears_of_joy']
27356,Imagine playing dead amp you hear Shoot everybody again make sure they all dead,"['speaking_head', 'face_with_tears_of_joy']"
27357,Separate toilets for Trans genders in Nagpur Kudos,['clapping_hands']
27358,Follow everyone that FAV THIS Follow FOLLOW ME TURN MY NOTIFICATION ON TO,"['blue_heart', 'backhand_index_pointing_right', 'blue_heart']"
27359,her shoes cute she cute all together,['smiling_face_with_heart-eyes']
27360,I wanna high 5 that stylist noona,['face_with_tears_of_joy']
27361,Miss when Allyssa stays at her gran and dis but her wee face when she sees them makes me cope,['smiling_face_with_heart-eyes']
27362,You said she cracked open a can,['face_with_tears_of_joy']
27363,Dude what Youre 60 Look at how well you age when you arent attracted to men,['loudly_crying_face']
27364,Well hell Im sure we can give the brother a map,['face_with_tears_of_joy']
27365,How you feel about the new Music or,['fire']
27366,A good way to stop a fight Dae stans are the best,['rolling_on_the_floor_laughing']
27367,Im dead which smoker are you,['loudly_crying_face']
27368,Accountable for offending JW or Trump fans The law is the law No more law amp order if it affects Trump,['thinking_face']
27369,you can make payments on your bundles checkout the link in my bio,['red_heart']
27370,400 fast follows Retweet if you follow back GOOO Follow to gain faster,['fire']
27371,I need these,['red_heart']
27372,Tell him he Buggin And better have the same energy,['OK_hand']
27373,Happy Birthday to Sehun Catch up with him,['party_popper']
27374,Ciara lets the world finally meet baby Sienna Shes beautiful photos by Russell Wilson,['blue_heart']
27375,43mins to gaining time Turn on notifications if youre online amp ready to gain,['backhand_index_pointing_right']
27376,Ooh he acting different different,['face_with_tears_of_joy']
27377,woke up worlds ending today alright back to sleep,"['white_heavy_check_mark', 'white_heavy_check_mark']"
27378,Screaming Free my nigga Meek mill,['speaking_head']
27379,Happy birthday to my queen  ,"['clapping_hands', 'clapping_hands', 'face_blowing_a_kiss']"
27380,this night  all I gotta say is lol,"['person_facepalming', 'female_sign']"
27381,Im getting thick af only been using this for 4 weeks and Im already seeing hella progress,['clapping_hands']
27382,START NEW VIDEO Shake body ft BGanhs Vumomse Disponible ici,"['double_exclamation_mark', 'double_exclamation_mark', 'backhand_index_pointing_right']"
27383,This is so precious He is so genuinely happy I love his big smile They are both so pretty My heart,"['smiling_face_with_heart-eyes', 'blue_heart', 'glowing_star', 'crying_face']"
27384,Love this  ,"['red_heart', 'red_heart', 'red_heart']"
27385,i cant wait to surprise sergio this weekend,['smiling_face_with_smiling_eyes']
27386,Love this so much ,"['red_heart', 'red_heart']"
27387,This is beyond adorable,['smiling_face_with_heart-eyes']
27388,So i was looking up Shirley Caesars net worth and this happenedYALL  ,"['person_facepalming', 'male_sign', 'face_with_tears_of_joy']"
27389,these dimples are so illegal,['smiling_face_with_heart-eyes']
27390,awww thanks syd I U,['red_heart']
27391,Look like u ready to rob a bank,['face_with_tears_of_joy']
27392,Congrats buddy Youre gonna tear it up,['flexed_biceps']
27393,Im laughing so hard I cant breath send help thanks,['face_with_tears_of_joy']
27394,Boom Boom in action,['blue_heart']
27395,God bless this person that captured this picture miracle is a snackA COMPLETE SNACK,['weary_face']
27396,Im thankful for tweets like this so that my 90s memories never fade,['sparkles']
27397,Great to hear Get it done,['OK_hand']
27398,Aerial shot of CAA The biggest agency in Hollywood 2018 is the year we CRUSH https,['collision']
27399,Trying to get my face rode like its the Preakness lol ,"['person_shrugging', 'male_sign']"
27400,UPDATE Best Pop Song DNA Best Pop Album Love Yourself Her Song of The Year DNA Musician of T,"['glowing_star', 'glowing_star']"
27401,Victor is the cutest fanboy ever Tata Lee YT,['smiling_face_with_heart-eyes']
27402,America lost a real Hero today Thanks Lonnie for saving me and my friends lifes at 3am,['raising_hands']
27403,I love a man with a fresh cut,['smiling_face_with_smiling_eyes']
27404,Unbelievably proud of u ,"['red_heart', 'red_heart']"
27405,GOOOL 3 in vantaggio  0 1,"['flexed_biceps', 'yellow_heart']"
27406,amp since when you niggas blood who yo big homie what work you put in stop dat cappin,['rolling_on_the_floor_laughing']
27407,Cant nobody steal my Joy,['smiling_face_with_smiling_eyes']
27408,Who likes the new cover,['eyes']
27409,Aye she pranked her boyfriend hella good,['face_with_tears_of_joy']
27410,One year ago today Barcelona completed one of the greatest comebacks in football history Those magical final few m,['clapping_hands']
27411,That guys laugh tho,['face_with_tears_of_joy']
27412,Damn you have no idea how much I needed that Thanks Kat,['smiling_face_with_smiling_eyes']
27413,Be kind to unkind people they need it the most,['heart_suit']
27414,waiting for someone,['smiling_face']
27415,This rihanna song will forever be a classic,['fire']
27416,ilovelies u guys r so lovely u kno tht whenever a karmy seeks for help you guys all go over there and cheer em up and,['loudly_crying_face']
27417,GOT 7 Yugyeom dancing to DNA on his live and asking Jungkook is he doing well He danced to Seventeen Clap too Aww,['face_with_tears_of_joy']
27418,Haha if u at the top right corner of the road photo u can see some vicious sun rays creeping in,['face_with_tears_of_joy']
27419,Whos ur surgeon shoot me a link plz,['smiling_face_with_heart-eyes']
27420,Oh and the last part when he sang serendipity I think thats the only time we will hear it live,"['loudly_crying_face', 'face_with_tears_of_joy']"
27421,Will be my fourth year on August 20 So yep Im already a 3 year old ARMY,['face_with_tears_of_joy']
27422,CHEN The Olympic volunteers are awesome,['red_heart']
27423,mirah is the funniest bitch i have on snap,['skull']
27424,5th day of voting has ended Good job everyone Our gap today has increased than yesterday You guys worked hard If all of u,['flexed_biceps']
27425,So ive just been told im through to my second year of college hard work is finally paying off,['party_popper']
27426,CHENs real name is Retweet Reply with hashtags and keyword DINO C,['heavy_check_mark']
27427,idk why this makes me laugh my boyfriend knows my dramatic ass,['face_with_tears_of_joy']
27428,My ass still not dressed,['skull']
27429,L O O K A L I V E Spring Ball 2018 starts tomorrow,['eyes']
27430,annddd Im officially going to hell,['loudly_crying_face']
27431,Im never deleting this app,['loudly_crying_face']
27432,Is that the same ink that was used in the Roy Moore yearbook,['face_with_rolling_eyes']
27433,Stop asking me if i have a boyfriend Take me out spoil me make me laugh i will decide if am single or not,['beaming_face_with_smiling_eyes']
27434,That first link And FaceTime be the scariest,['face_with_tears_of_joy']
27435,Article 180210 Unrealistic Jungkooks in personbeauty surprised even foreigners Jungkooks outstanding b,"['sparkles', 'sparkles']"
27436,When Your Favorite Character Dies in A Anime,['face_with_tears_of_joy']
27437,welp now my grades trash but thank God its still the beginningish of 3rd quarter,['person_shrugging']
27438,When ever anyone says they want problems I know would rock anyone,['face_with_tears_of_joy']
27439,Im pretty sure that might be vodka or gin,['face_with_tears_of_joy']
27440,Reaction of audience yesterday during the ending of IYAM WAHHH,['face_with_tears_of_joy']
27441,Aw Callie We love you,['red_heart']
27442,Lmao you like that one,['face_with_tears_of_joy']
27443,Happy Birthday Gianluca hope you have a great day,['party_popper']
27444,Kobe AD NXT 360,['fire']
27445,These Vegeta customs for Jordan Bell via,['fire']
27446,Jamies suit details as ever we love you,['blue_heart']
27447,NEW MUSIC with   hope yall like it Like I Do,"['beaming_face_with_smiling_eyes', 'raising_hands', 'raising_hands', 'winking_face']"
27448,Unbelievable KFC workers buying Chicken in Asda,['face_with_tears_of_joy']
27449,Follow EVERYONE who retweets or likes this,['fire']
27450,Whoever invented the jet ski slingshot is a genius,['folded_hands']
27451,Unrequited a woman scorned via betrayal by a Friend no lesseeks And ending wa deal WITH I can only whats next,"['smiling_face_with_heart-eyes', 'eyes']"
27452,This dude set ground rules for his girl in terms of watching Infinity Wars and im blown away,['face_with_tears_of_joy']
27453,So this is what happened with the OMG WOW dude in the famous meme He was excited his mistress was pregnant https,['face_with_tears_of_joy']
27454,I seen Jenn throw money before lmao more than niggas did in there yall niggas a disgrace,['thinking_face']
27455,My band class was just like this,['face_with_tears_of_joy']
27456,Kanye amp Cudi album might actually be my favorite,['smiling_face_with_heart-eyes']
27457,I always fake sleep when someone comes into my room like leave me alone lol,['loudly_crying_face']
27458,Aww thanks Hannah Lovin your new profile pic btw,['face_blowing_a_kiss']
27459,my knees are gonna be dead after his set  ,"['clapping_hands', 'clapping_hands', 'clapping_hands']"
27460,All of us in are so grateful for your generosity is truly honored   httpst,"['folded_hands', 'purple_heart', 'purple_heart']"
27461,HAPPY BIRTHDAY MADI  Love you bunches,"['red_heart', 'red_heart', 'sparkles']"
27462,Exciting stuff happening the next few days Can hopefully get less cryptic after the weekend,['fire']
27463,Liverpool vs Porto Live Now I Watching Here Liverpool vs FC Porto Live Stream You can watc,['red_heart']
27464,look at the arms LOOK AT THE ARMS,['smiling_face_with_heart-eyes']
27465,Come play with me,['two_hearts']
27466,Boy on gang you becoming my favorite rn,['hundred_points']
27467,START yoongiyahhh Credit at the end,['loudly_crying_face']
27468,Now you know they love those  Cant throw em away,"['person_facepalming', 'female_sign']"
27469,Lmao I didnt even go to my senior prom ,"['person_shrugging', 'female_sign']"
27470,Hi Harold I really want you to have a great year Do you always smile I love you with all m,['sparkles']
27471,Proud of you,['fire']
27472,Radio Updates Pop Radio 1 Spins 3433 189 Aud 18074 1044 New peak   ht,"['party_popper', 'clapping_hands', 'clapping_hands']"
27473,Cant lose focus this year,['hundred_points']
27474,Ily very much ya know,['crying_face']
27475,I need all my stuff I ordered to be here already,['loudly_crying_face']
27476,Remember the boys reactions to niall saying that hell take the boys golfing on the break,['face_with_tears_of_joy']
27477,Thank you wifey,['red_heart']
27478,Lmaooo G Herbo really out here singing the cutest hood lullaby to his son,['face_with_tears_of_joy']
27479,Lmfaooo this dude with a girlfriend slid in my dms I sent it to her and this is their responses hes pressseeed https,['face_with_tears_of_joy']
27480,If someone is strong enough to bring you downshow them youre strong enough to get back,['face_blowing_a_kiss']
27481,Stress really gonna kill me one day,['face_with_tears_of_joy']
27482,more se inscreve,['hundred_points']
27483,Can this actually just happen,['face_with_tears_of_joy']
27484,my friends went to firehouse subs and tried the hottest sauce and he sent this to his professor,['face_with_tears_of_joy']
27485,The Hatred Come Cause Im A Threat To Em ,['hundred_points']
27486,Marsabit County Population 291166 27 Doctors in the public sector 265 Deficit of doctors in Marsabit County,['white_heavy_check_mark']
27487,deal wid dat yes,['rolling_on_the_floor_laughing']
27488,I know yall remember this LMFAOOO,['face_with_tears_of_joy']
27489,Lol idk why i bothered,['face_with_rolling_eyes']
27490,Jus confused about what skin he think he in right now ,"['face_with_tears_of_joy', 'female_sign']"
27491,My grandma wanted me to share this pic of her amp her big ass plantains youre welcome,['face_with_tears_of_joy']
27492,get urself friends like pan pan and ice bear,['heart_suit']
27493,Join in a Blissful journey within with Swami ji in Hoshiarpur Register soon,['smiling_face_with_smiling_eyes']
27494,Your inner perception creates your outer projection,['sparkles']
27495,I wonder if na keme rin ito ni,['smiling_face_with_heart-eyes']
27496,Some lock screen material pictures of nongnong by CLNSD weibo Please do not reedit  https,"['smiling_face', 'smiling_face']"
27497,Then Jesus came to them amp said All authority in heaven amp on earth has been given to me Matthew 2818,['sparkling_heart']
27498,I was told all my followers were racist lol so if you didnt know you were a racist now you know,['face_with_tears_of_joy']
27499,START FULL SCENE on,"['double_exclamation_mark', 'double_exclamation_mark']"
27500,V patiently waiting for coming out this May,['raising_hands']
27501,Is it a bird A plane No its DEJOUNTE MURRAY with some major hops ,"['double_exclamation_mark', 'double_exclamation_mark']"
27502,will grigg is on fire,['fire']
27503,Lol When you in last period thinking practice finna get cancelled then BOOM,['double_exclamation_mark']
27504,START Abortion is a crime against humanity This is not part of a womans anatomy This is a premature baby that cries rea,['loudly_crying_face']
27505,I been thinkin bout you,['winking_face']
27506,START Phil Basser a 99 year old Fan whose lived in Philadelphia since 1918 amp supported them since their inception i,['clapping_hands']
27507,Home my feet is killing me,['raising_hands']
27508,GIRLS GONE WILD Young Lesbian Vanessa Has Mayaamp Pussy For Breakfast total dr,['backhand_index_pointing_right']
27509,Sister Sister amp shine at the Awards,['heart_suit']
27510,WE ARE THE CHAMPIONS MY FRIENDS,['party_popper']
27511,START Im over yellow bones,['face_with_tears_of_joy']
27512,2 years of ishqbaaazi congrats to the entire team Many more to come Surbh,"['sparkling_heart', 'clapping_hands', 'face_blowing_a_kiss']"
27513,START ARMY CHALLENGE pt 1 Lets unlock 2000 retweets 500 replies In just 1 hour Accepting the challenge A,"['fire', 'fire']"
27514,Go vote and youll immediately become cooler,['smiling_face_with_sunglasses']
27515,50 career hattricks for Cristiano Ronaldo,['flexed_biceps']
27516,Shop taylormadehairextensions 100 human virgin hair our website will be up tomorrow follow us on instagram,['blue_heart']
27517,Its so amazing to see these two sweet beings You want to take them both in arms amp never let go fo,['smiling_face_with_smiling_eyes']
27518,This is so accurate,['face_with_tears_of_joy']
27519,LETS DECREASE THAT GAP RETWEET THIS Can this tweet reach 500 Retweets and 200 Replies This is for EXO We need,['fire']
27520,FACT Sorry folks but this one needs to be posted every day,['double_exclamation_mark']
27521,always and forever mi amor,['face_blowing_a_kiss']
27522,I like you and its a bonus that you come with weapons,['yellow_heart']
27523,RT to join us in wishing a Get tickets to see Harry Styles Live On Tour,['smiling_face_with_heart-eyes']
27524, EXOlympics obstacle race Cheer in the comments for your bias,"['female_sign', 'party_popper']"
27525,iHeart Vote Rate Tweets RTs for Best Fan Army in the last hour 800am 900am 1 BTSARMY 3804K ,['fire']
27526,thinking about mah life,['thinking_face']
27527,King of Dance of all time in kollywood,['smiling_face_with_sunglasses']
27528,This will get me expelled from Davidson no thanks,['face_with_rolling_eyes']
27529,START  happy valentines day ARMY be my valentine V TATA,"['red_heart', 'purple_heart']"
27530,trump HAVING TO SAY I AM NOT A RACIST IS LIKE NIXON HAVING TO SAY IM NOT A CROOK  NI,['double_exclamation_mark']
27531,I eyeballed tf outta my moms food and she gave it to me,['face_with_tears_of_joy']
27532,Jesus loves you Rebecca Our heavenly father wants you to believe in his son who cares for you,['folded_hands']
27533,I havent been this broke in hella long wtf goin on,['loudly_crying_face']
27534,Thanks to all kannada Makkal,['red_heart']
27535,Niggas out here dying left to right I just hope that I aint next,['hundred_points']
27536,The Division is having issues since 1231 PM EST RT if you are also having issues,['backhand_index_pointing_right']
27537,Like this dude is literally allergic to rebound its funny af,['face_with_tears_of_joy']
27538,Wake up Em um loop infinito,['smiling_face_with_heart-eyes']
27539,can i get a god bless  ,"['raising_hands', 'red_heart', 'clapping_hands']"
27540,Awesome scene Cant wait to watch in telugu n also thanks for translation,['folded_hands']
27541,porn logic at its finest,['face_with_tears_of_joy']
27542,Retweet if you love basketball as much as this guy JIMMY BUTLER,['backhand_index_pointing_down']
27543,Messi doesnt know what to do with his hand,['face_with_tears_of_joy']
27544,U cant leave men alone with babies,['face_with_tears_of_joy']
27545,Stunna checked in,['double_exclamation_mark']
27546,And people wonder why takes a knee,['backhand_index_pointing_down']
27547,Bestfriend the baddest of them all   ,"['red_heart', 'red_heart', 'red_heart', 'red_heart']"
27548,EXO 6th ANNIVERSARY GIVEAWAY DETAILS April 8 PRIZES 1st winner EXO album of choice,['party_popper']
27549,Welcome to the battlefield,['red_heart']
27550,My trusted adviser sent me this I asked him can I send it to your No answer Cadogan,['loudly_crying_face']
27551,OKAY we see you,['OK_hand']
27552,START Rep Devin Nunes Why Does Deep State Refuse to Prosecute Christopher Steele This is a SlamDunk Case  Wheres Jeff Session,"['police_car_light', 'speaking_head']"
27553,RT Paul Ryan Support Randy Bryce,"['collision', 'backhand_index_pointing_right']"
27554,Lets See Who Dare To Reply,['face_with_tears_of_joy']
27555,Friends wanna speak they mind tell em mind they on and not ours,['two_hearts']
27556,Somebody s gonna laugh real hard I hope my fiance will not freak out when our anniversary is starting with T,['smiling_face_with_sunglasses']
27557,This woman was about to take her own life when a very special horse showed her how much she was still loved,['purple_heart']
27558,i am not ashamed to admit i love GOD because without him i am nothing,['red_heart']
27559,GOOD morning Here to announceUr boy is the face of Menswear   shot by 2018,"['red_heart', 'red_heart', 'red_heart']"
27560,didnt even add jahlil beats holla at me  ,"['person_facepalming', 'male_sign']"
27561,Apart From Padhai Chori these Jija Sali Shared One more Comman thing Bhukkadpan Both are Bhukkad amp can,['face_with_tears_of_joy']
27562,So really is a thing LM HQ x,['smiling_face_with_heart-eyes']
27563,the Obama isnt bad at all,['face_with_tears_of_joy']
27564,Never felt so much unnecessary stress in my life sooner summer is here the better,['loudly_crying_face']
27565,I cant keep letting her punk me like this man gotta love her tho She be too serious,"['face_with_tears_of_joy', 'skull']"
27566,Happy Easter Sunday everyone,['folded_hands']
27567,GODS PLAN PROPER VERSION W TAG 3 FRIENDS amp COMMENT WHAT SONG I SHOULD DO NEXT,['fire']
27568,Thats why you my bestfriend,['loudly_crying_face']
27569,Sometimes all you need is a good BRA ,"['collision', 'female_sign']"
27570,Not often I get cuddles from the cat,['eyes']
27571,Any chance you could let us know when theyre landing Would be great,['thumbs_up']
27572,Follow everyone that likes and retweets this Follow TURN MY NOTIFICATION ON TO GAIN FOLLOW,['backhand_index_pointing_right']
27573,Post Malone was made for Spring Break,['flushed_face']
27574,OMG JUST LOOK AT HIM IM AND HES SUCH A SWEETIE AWWW  ,"['red_heart', 'male_sign', 'purple_heart']"
27575,So many memes in this one photo,['loudly_crying_face']
27576,The courtside reporter on this DimitrovEdmund match hasnt missed a bicep day in the last decade,['flexed_biceps']
27577,Hold up I swear I thought your skirt was the blurry sensor thing,['face_with_tears_of_joy']
27578,im already starting to hate him and im on like the 9th episode,['face_with_tears_of_joy']
27579,Now I throw lips to the shit handle it like a real bitch,['face_blowing_a_kiss']
27580,I get to see SO many of my people tomorrow amp I think I just might burst ,['party_popper']
27581,My 14 year old daughter asked if The Resistance was some kind of civil rights movement It made me think I told he,['thinking_face']
27582,Everything happens for a motha fuckin reason,['clapping_hands']
27583,Yeah i saw him outside my job one time lol but We should link one of these days,['smiling_face_with_smiling_eyes']
27584,Ill walk is my favorite line,['loudly_crying_face']
27585,I know we all Gods children but I think he love me the most  I love Cardi,"['face_with_tears_of_joy', 'face_with_tears_of_joy']"
27586,5000 NECK giveaway today to enter 1 winner LIKE RETWEET FOLLOW JOIN OUR TELEGRAM o,"['police_car_light', 'police_car_light', 'police_car_light', 'police_car_light']"
27587,180311 Congratulation https,"['clapping_hands', 'raising_hands']"
27588,START Personally I would calmly accept being herded by a border collie I hear they do that at parties,['sparkling_heart']
27589,After all these years Xiumin still looks at changmin like hes the love of his life HAHAHA,['loudly_crying_face']
27590,amp follow to find out more about,['red_heart']
27591,I love you too,['sparkling_heart']
27592,Only half way through the day and I already need a drink,['loudly_crying_face']
27593,Invincible readers are the best I the hell outta you,['red_heart']
27594,Can we give an around of applause for EXOs choreographer Kasper for his amazing choreography on CBX comeback,['clapping_hands']
27595,Thank you po Thats what you call genuine love,['smiling_face_with_smiling_eyes']
27596,Expose her 2018 play no games,['clapping_hands']
27597,Ube everything Ube Latte and flan cupcake from Caf 86,['purple_heart']
27598,All the doors that I have walked through it all keep leading back to you adamxalis,['loudly_crying_face']
27599,This tracklist is taking me DOWWNN,['face_with_tears_of_joy']
27600,why does my Krave have no chocolate,['loudly_crying_face']
27601,Hot brunette Ashley Adams,['backhand_index_pointing_right']
27602,Nat Id still eat your ass,['rolling_on_the_floor_laughing']
27603,Reply to this tweet with ifb and follow everyone who likes your tweet,['collision']
27604,THE ONLY REASON I WATCH THE FOUR IS BC OF THIS GIRL RIGHT HERE ,"['red_heart', 'smiling_face_with_heart-eyes']"
27605,CARDI AINT HAD TO GO OFF LIKE THAT ON EM SMH,['fire']
27606,This dog is happy to walk as slow as his owner needs,['red_heart']
27607,Lolu is making the girls pissed cause he has all their money They took over he kitchen yet Lolu has all the food,['face_with_tears_of_joy']
27608,They ended up using Sunnys coconut water to cook kimchi noodles,['face_with_tears_of_joy']
27609,Got to take a pic with manse today at disneyland The other 2 were too sleepy Still felt super lucky,['loudly_crying_face']
27610,START you are my sunshine,['red_heart']
27611,4 flavors 1 sheet pan so much crunchwrap,['smiling_face_with_heart-eyes']
27612,I thought so Thats why I choose this,['smiling_face']
27613,Im an elephant now,['face_with_tears_of_joy']
27614,is now trending at No1 worldwide in less than an hour ,['party_popper']
27615,START Mass Tweet to vote for Awards starts in 10 hours 12PM KST Spread this and lets prepare for later,"['police_car_light', 'police_car_light']"
27616,My favorite song SAVE ME FROM MYSELF,['red_heart']
27617,My roommate just be turnt up in her own little world,['face_with_tears_of_joy']
27618,This might be the most beautiful Spring Break moment Ive ever seen ,"['face_with_tears_of_joy', 'male_sign']"
27619,Yes thanks I will,['face_blowing_a_kiss']
27620,Party of fun ,"['red_heart', 'party_popper']"
27621,COMING SOON Are you ready army Previewnya keren banget ga saabaar KOOKIE KOOKIE,['loudly_crying_face']
27622,Some how managed to spill my tuna and get it on the bottom of my leggings,['face_with_rolling_eyes']
27623,START Beautiful What was your reaction when against PSG,['flexed_biceps']
27624,START 11318 March 2nd Sunday Calm Evening A Tagore Song by Lopamudra Mitra amp Annupam RoySuddenly Enlightens Mind,['OK_hand']
27625,Happy Birthday to the most beautiful woman in the apocalypse,['smiling_face_with_heart-eyes']
27626,Stronger together Thanks for watching West Coast Stay tuned for next on The CW,['smiling_face_with_smiling_eyes']
27627,START GOLFERS you can wIn a years worth of balls 1 Follow 2 Follow Retweet this post,"['police_car_light', 'police_car_light']"
27628,Finally recovered all my photos ,"['raising_hands', 'raising_hands']"
27629,u so fuckin precious when u smile,['sparkling_heart']
27630,insert sorrowful song here,['crying_face']
27631,Hey check out this AWESOME new video Shoutout to Kyle Ellert amp Brittiney Fulmer for their,['fire']
27632,START This is an important notice for IEXOLs Tomorrow will be Music Core broadcast and on air voting comprises 15 of the tot,"['police_car_light', 'police_car_light']"
27633,Respect that person Who owns an iPhone But hasnt uploaded a mirror selfie,['face_with_tears_of_joy']
27634,Why is this us when Mr Brightside comes on,['face_with_tears_of_joy']
27635,Boy dont u love when we attached,['smiling_face_with_smiling_eyes']
27636,Beautiful Places and Relaxing,['blue_heart']
27637,I hate waiting on food when Im hungry,['face_with_rolling_eyes']
27638,Such a love hate relationship with drunk me ,"['person_shrugging', 'female_sign']"
27639,I did her hair and she goes and stand in the mirror to talk to herself,['smiling_face_with_heart-eyes']
27640,Sometimes i wonder am i doing the right thing,['thinking_face']
27641,my nose ring still hurts,['weary_face']
27642,Oakland niggas a different breed,['face_with_tears_of_joy']
27643,Jowa nowadays prisoner No Im not,['smiling_face_with_smiling_eyes']
27644,RT Like if you need this snapchat baddieview first 10 people that add Get free snap premium,['smiling_face_with_heart-eyes']
27645,Ohg some fanfics got me like,['face_with_rolling_eyes']
27646,These the type of answers make yaw question everybody mfs really lie on They shit,['rolling_on_the_floor_laughing']
27647,RT if U will be supporting Miracle to the very END lets know ourselves,['smiling_face_with_smiling_eyes']
27648,What an introductionto this fellow,['face_with_tears_of_joy']
